,origin,tweet,label
342,ARC,هل #الثوم يحمي من #فيروس_كورونا؟     #البيان_القارئ_دائما,False
343,ARC,رئيس كوريا الشمالية : ان فايروس #كورونا  لن ينتشر في بلادي  وسيتم إعدام أي شخص يصاب به.. امحق رئيس,False
344,ARC,"الإعلام الصهيوني يؤكد إصابة  #محمد_بن_زايد بفايروس #كورونا   ""أيحسب أن لن يقدر عليه أحد""",False
345,ARC,#فيروس_كورونا_المستجدّ خبير صيني يجزم ويؤكد ان استنشاق بخار الماء يقتل فيروس كورونا ١٠٠% اذا كان موجود  في الرئتين  أو الحنجرة أو الأنف فالفيروس لا يحتمل درجة حرارة بخار الماء الدافئة ..  ا,False
346,ARC,@Bioosh_99 @SaudiNews50 حسب مفهومي للمعلومه ان الفيروس كورونا يعيش في المناطق البارده اكثر  اما المناطق الحاره يستبعد منها لدرجة الحراره العاليه وهذا علاج الفيروس الاساسي اشعة الشمس هي القاتله للوباء,False
347,ARC,عاجل   باولو ديبالا يعلن عن إصابته واصابه زوجته بفيروس الكورونا 😥  #يوفنتوس #فيروس_كورونا  #إيطاليا,False
348,ARC,#محمد بن زايد #فيروس_كورونا  1.إيران بعد فضيحة قادتها وإصابة الصف الأول منهم بالفايروس أرادو تصدير فشلهم لدولة الإمارات وتصدير شائعة إصابة الأمير محمد بن زايد !,False
349,ARC,توالت الأنباء عن إصابة ولي عهد أبوظبي، الحاكم الفعلي للإمارات، محمد بن زايد، بفيروس كورونا، بعد رصد تواريه عن الظهور لبضعة أيام. ونشر ناشط حقوقي إماراتي يدعى عبد الله الطويل على حسابه في تويتر تغريدة أمس الثلاثاء أكد فيها أن بن زايد مصاب بفيروس كورونا المستجد نقلاً عن مصدر خاص,False
350,ARC,#كورونا_الجديد   علاج كورونا .. الوضوء خمس مرات في اليوم ..  قال :هل سيبقى من درنه شيء قلنا : لا يارسول الله ( عليه الصلاة والسلام - بأبي هو وأمي والناس اجمعين ),False
351,MFH,@OfficerHodge @ScottPresler @realDonaldTrump وصفه اذا ما استعملها المصاب خلال ساعه باذن الله يسفى من الكورونا نهائهيا ، انا جاهز ان احاضر بكبار علماء الطب والاثبات لهم مدى نجاح الوصفه ونجاعتها ، وصفه تخلص اميريكا والعالم من الفيروس وتعيد الحياه الى طبيعتها ، ان كنت تريدينه رئيسا اخبريه بدلك انا ليت بساحر ولا مجنون وصفه ناجح,False
352,4IF,فاوتشي يقول احتمالية ضئيلة أن التطعيم تكون فعاليته عالية. (يأمل العلماء في الحصول على تطعيم فعال ضد فيروس كورونا بنسبة 75٪ على الأقل ، لكن فعالية بنسبة 50٪ أو 60٪ ستكون مقبولة.) انت وحظك ففتي ففتي 🙃 . https://t.co/2b6sLvTWvL,False
353,ARC,لبنان تعلن انتهاء العام الدراسي بسبب انتشار مرض كورونا انا:,False
354,ARC,#كورونا..   إلتقطت هذه الصورة صباح اليوم الجمعة لطائرة الخطوط الاماراتية مقلعه من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه  .. 😅😜  ويايمني مايهزك ريح 😂😂,False
355,MFH,#صرخه_الى_مسلمي_العالم_ومسلمي_ايطاليا لقد قرات انه لا اماكن لدفن المسلمين بايطاليا من الكورونا رحلء رحاء عندي لكم وصفه طبيعيه تنقذكم من الكورونا باذن الله خلال ساعه الا الذين ماتت اعضاءهم اوتوقفت عن العمل رجاء الاتصال معي لتلفون 972522878900  وصفه ناجحه ١٠٠/١٠٠ لكي اسرحها لكم .,False
356,ARC,@firasalsarrai اخر التقارير والبحوث الطبية تؤكد ان المدخنين هم الاقل عرضة للاصابة بڤايروس كورونا وان نسبة الشفاء عندهم عالية جدا تصل الى اعلى من 80٪ وان النيكوتين يحد بشكل كبير من حركة ونشاط الڤايروس بل وقد يكون افضل علاج ضده,False
357,ARC,إعلام العدو : إصابة ولي عهد أبو ظبي محمد بن زايد بفيروس #كورونا  🔴الباحثة الأميركية المختصة في الشأن الخليجي كارين آن كاري: عاملة فليبينية في قصر العائلة نقلت العدوى لابن زايد  🔴: ابن زايد نقل إلى مستشفى كليفلاند في أبو ظبي ثم نقل إلى حجر داخلي في قصره,False
358,ARC,ولن يصيبنا الا ما كتب الله لنا ومن الوقاية لعلاج كرونا الوضوء مع كل صلاه الصلاه عباده ورياضته لجسد الإنسان والوضوء نضافه وحماية من كل مرض ونسأل الله العافيه للجميع والله يشافي كل مريض 🤲🏻❤️  #فيروس_كورونا_المستجدّ,False
359,ARC,إليكم أشهر الروايات التي تحدثت عن الأوبئة ، وقد كثر الحديث عن رواية أمريكية عيون الظلام  للأمريكي دين كونتز، والتي تنبأت بفيروس كورونا في مدينة ووهان الصينية ، وإن كان يرجح أن الصين وضعت هذا الفيروس لمحاربة العالم بيولوجيا,False
360,ARC,هام وخطير:  أنباء عن وفاة طفل بـ #فيروس_كورونا في مشفى #المجتهد في #دمشق،وإصابة خالة الطفل التي كانت برفقته، وتم عزل القسم التي توجد فيه الخالة،وشوهد الطبيب المعالج يبكي خوفاً بسبب سعال الطفل بوجهه، قبل أن يتم تشخيص المرض!!! وتكتم شديد من قبل الأمن والمشفى.#إيران #دمشق #كورونا,False
361,MFH,مباشرة من ⁧#البيت_الأبيض⁩ لم ينتبهوا للكاميرا مقطع مسرب لفريق عمل ترامب يتكلمون عن  ⁧#كورونا_فيروس⁩  بأنه خدعة وأن اللقاح موجود وأنهم ملقحون فلا داعي للبس الكمامات عندما لا يكون البث. ويخبر أحدهم أن الوفيات مزورة وأن الفيروس ضعيف جدا  https://t.co/9tcycaMAxn,False
362,ARC,يقال انو #فيروس_كورونا انتشر في الصين بواحد من الأسباب أيضاً وهو أكلهم للحشرات    خلصت النعم الأخرى عشان تاكلون #الجراد ؟! 🙆🏻‍♂️   يااااخي #تباًلكم 🤢,False
363,ARC,باولو #ديبالا نجم #يوفنتوس يروي قصة معاناته مع فيروس #كورونا منذ الإصابة وحتى اقترابه من التماثل للشفاء,False
364,4IF,مبتكر اللقاح ضد فيروس كورونا -إلناز إماتدينوف عمره 30 سنة نال درجة الدكتوراه في علوم الفيروسات والتحق عقب ذلك بمركز مكافحة الفيروسات والتكنولوجيا الحيوية بالقرب من نوفوسيبيرسك، حيث يعمل منذ حوالي ست سنوات وعندنا في البلاد عمره45 سنة وجل كتاباتة عن حرية المرأة ودع المخلوق للخالق https://t.co/As4u2eTHgw,False
365,ARC,🔴🔴🔴 نبوءات #ابراهيم_بن_سالوقيه قبل 1000 عام عن زماننا الحالي بما فيه من #كورونا و #الجراد_الصحراوي #زلزال_مارس #سحر #تنجيم #كهانة #خزعبلات #خرافة #خرافات #كذبكم #فيروس_كورونا_المستجدّ #كذب_وهو_صدوق #الجراد_أكل_الكويت #تنبؤ #تنبؤات #نبوءة #نبوءات 👇👇👇,False
366,ARC,لأول مرة في #الصين  السلطات الصينية تسمح للمسلمين بتأدية الصلاة في الشارع  .. عشرات الآلاف من مسلمي الصين يصلون تضرعا لله برفع وباء #فيروس_كورونا,False
367,ARC,@TurkiShalhoub كشفت مصادر محلية في الإمارات، عن إصابة ولي عهد أبوظبي محمد بن زايد، بفيروس كورونا القاتل، مشيرة إلى أن اجتماعات عقدت على أعلى المستوى لبحث محاولة السيطرة على تفشي الفيروس في الإمارات بعد تفاقم أعداد المصابين,False
368,4IF,. . العالم الإيطالي الشهير الطبيب جيوسيبي ريموتسي : فيروس #كورونا سيختفي قبل أن يتمكن العلماء من تطوير لقاح مضاد له؛ لأن المرض أصبح مع الوقت أقل قدرة على الفتك بالإنسان،فمنذ ظهور كورونا أواخر العام الماضي في الصين،فإن قوته تضعف تدريجياً . . #ايطاليا #كورونا https://t.co/ZDtweVGECs,False
369,4IF,@FreedomHumanit2 أي حد يتكلم علي لقاح لوهم كورونا القاتل المسرطن لا تثق فيه لانه يعمل مع جافي و بيل جيتس أردوغان في ختام ملاحظاتي ، أود أن أؤكد على استعداد تركيا للعمل بالتعاون مع التحالف العالمي للقاحات جافي وأصحاب المصلحة الآخرين للجهود المبذولة في فترة ما بعد الجائحة.👇 https://t.co/E47BxgBESa https://t.co/BDBwcCuAJE,False
370,ARC,"لبنان تنهي العام الدراسي بإعتماد درجات الفصل الاول الدراسي بسبب ""فيروس كورونا""   #وزارة_التربية",False
371,ARC,علي وباء كورونا نسي المسلمون ان ينصحوا العالم بتقليد المسلمين بالضوء خمس مرات  فمن اهم طرق الوقايه من فيروس كورونا هو غسل اليدين  وهو موجود في الوضوء  وايضا ان تجعل الاغشيه المخاطيه مبللة فهذا يمنع الفيروس من اقتحام الاغشيه المخاطيه وهي المكان الذي يبدأ منه الفيروس بغزو الجسم,False
372,4IF,#البحرين تشارك في التجارب السريرية على لقاح لفيروس #كورونا على 6000 متطوع بالتعاون مع #الصين و #دولة_الامارات ( بالتوفيق ) https://t.co/kPhPA0bFKO,False
373,4IF,ماذا في #اللقاح المنتظر؟ #ديفيد_آيك في لقاءه الخامس يبين ما يبيتونه للبشرية عبر لقاح #كورونا المنتظر https://t.co/nX6yaLtapO,False
374,4IF,مسؤولون: معظم #الأمريكيين لن يحصلوا على لقاح #كورونا قبل منتصف العام المقبل حتى إذا تم اكتشافه في 2020 https://t.co/4141XxqSzk https://t.co/VI9sUkpYtO,False
375,ARC,#كورونا ينتشر في مدارس #مصر وهذا العرص العفن ابن الوسخة والحمير اللي معه هدد المدارس والجهات التعليمية والمؤسسات الحكومية بعدم نشر او تأكيد انتشار المرض حتى يتم استقطاب السياح غير مبالي بالخطر ولا الوفيات ولا اي شي  #السيسي_بيتاجر_بالجيش  #السيسي #السيسي_اراده_الله_ثم_الشعب,False
376,4IF,ليش تستغربون وتضجون لمن #قطر اعلنت استعداداتها لنقل المساعدات الطبية ل #ايران لمواجهة #كورونا ؟!  #الامارات و #السعودية  قدمت اجهزة ومعدات طبية لإسرائيل وماحد تكلم مو بس كذا قدمتا اكثر من 10 مليار دولار لدعم المستشفيات الإسرائيلية   #فيروس_كورونا,False
377,ARC,أخبار جيدة كورونا فيروس أوهان يمكن معالجته بماء الثوم الطازج المغلي  طبيب صيني مسن اثبت فعاليتها وكذلك عدة مرضى استخدموها واثبتوا فعاليتها خذ ٨  فصوص ثوم كبيرة واهرسها.. اضف ٧ كؤوس ماء ثم أغلى الخليط.. كل الثوم واشرب من الماء المغلي. بين ليلة وضحاها (في غمضة عين) ستشعر بالتحسن 🙏,False
378,ARC,من النصائح المهمة للتقليل من خطر الاصابة بـ #فيروس_كورونا - #COVID19   - الاكثار من شرب #الماء ويفضل كوب كل ساعه لزيادة ترطيب الفم والحلق .   - القيام بغرغرة #الفم يوميا بمحلول مكون من الماء مع خل التفاح والحامض .    #كورونا_الجديد  #خليك_في_البيت  #ملتزمون_ياوطن @dnp2001,False
379,ARC,كريستيانو رونالد يحول فنادقه التي يمتلكها في البرتغال الي مستشفيات لعلاج المصابين بفيروس كورونا ويتكفل بكل شيء ومرتبات الأطباء .. عمل انساني ونموذج لنجم عالمي مبهر,False
380,ARC,بسبب #كورونا.. #قطر تفرض قيودًا مؤقتة على دخول لجميع القادمين من مصر.. و«الطيران المدني» تعلق   #فيروس_كورونا,False
381,MFH,في الصين  أي حيوان يلقاوه ياكلوه..  في الهند أي حيوان يلقاوه يعبدوه..   العرب أي حيوان يلقاوه ينتخبوه.. #كورونا  #Algerie,False
382,ARC,فيلم امريكي يتنبأ بمرض #كورنا من عشر سنوات بالاضافه للبلد #الصين_كورونا ومصدر المرض الخفافيش.. هي هذه صدفه ام حرب مدبره,False
383,4IF,💠عاجل الرئيس الأمريكي ترامب يعان عقد صفقة بقيمة 1.525 مليار دولار مع شركة مودرنا - Moderna لتصنيع 100 مليون جرعة من لقاح كورونا بمجرد الموافقة عليه، تعليقي: يبدو ان اعلان روسيا عن لقاحها اطلق سباق لقاحات بعد سباق التسلح. د. حيدر سلمان https://t.co/TPRXRiNhhH,False
384,ARC,"طهارة المسلم في الوضوء خمس مرات باليوم هي من افضل الوقايات التي تحميه من الأصابه بفيروس كورنا .  قراءة القرآن والورد اليومي والدعاء . اللهم اني اعوذ بك من البرص والجنون والجذام وسيئ الاسقام "" وتوكلو على الله وابشرو بالخير  #كورونا_الجديد #خليك_في_البيت #الكويت_تتصدى_لكورونا",False
385,MFH,✨وزير الصحة قال: المصابة بال #كورونا هي بحالة جيدة؟ لا داعي للهلع Sorry بس انو كيف يعني هيدي؟ 🌚  ✨حاكم مصرف لبنان : الليرة اللبنانية بالف خير .. علما انو صار ال #دولار ب 2500 ل ل  🌚? pardon are you kidding  #سنموت_بعد_قليل #coronavirus,False
386,4IF,"منظمة الصحة العالمية تحذر من أن لقاح فيروس كورونا وحده لن ينهي الجائحة:""لا يمكننا العودة إلى ما كانت عليه الأمور"" سمعتوا؟ اللقاح وحده لن ينهي الجائحه! اللي ناطرين التطعيم على نار شرايكم بكلام WHO؟؟ https://t.co/kvkDWnkPMS",False
387,ARC,صوره لفيروس كورونا بعد تكبيره ل2600 مرة #فيروس_كورونا_المستجد,False
388,ARC,أفادت القناة الإسرائيلية 12 أن ولي عهد ​أبو ظبي​ #محمد_بن_زايد أصيب بفيروس #كورونا وأشارت الباحثة الأميركية المختصة في الشأن الخليجي كارين آن كاري أن عاملة فليبينية في القصر  نقلت العدوى لابن زايد وأكدت الباحثة أنه نقل إلى مستشفى كليفلاند في #ابوظبي ثم نقل إلى حجر  في قصره,False
389,4IF,أكد سفير #روسيا في بيروت ألكسندر زاسيبكين أنه سيبذل أقصى جهوده لتأمين تصدير اللقاح الروسي ضد فيروس #كورونا في أقرب فرصة ممكنة إلى #لبنان. وأشار إلى أن إنجاز هذه العملية ينتظر استكمال الخطوات التمهيدية والإجراءات الرسمية في روسيا,False
390,ARC,@____moh09 شفته موح و شفت حتى خطاب المرحوم صدام حسين حكى عليه بلي راح يحاربوه به كما كانت العراق على ديدانها ، كورونا عائلة فيروسات كبيرة بزاف و كل خطرة يطورو شيء خاص ,False
391,ARC,#الإذاعة_المدرسية 🎤 مع ظهور مرض #كورونا  كفانا الله وإياكم  تحدّث طالبات الصف ٢/ع عن الوضوء وطريقة #الوضوء الصحيحة بتطبيق عملي   وكيف يمكن للوضوء أن يكون وقاية وحماية لنا من #الأمراض . الحمدلله على نعمة الاسلام بإشراف أ.حنان الثبيتي  #تعليم_الطائف #فيروس_كورونا #وزارة_التعليم,False
392,ARC,الاوبئه والفيروسات التي اصابت البشريه بخلال ٣٠٠عام : الطاعون (الموت الاسود) : ١٧٢٠ الكوليرا : ١٨٢٠ الانفلونزا الاسبانيه : ١٩٢٠ فيروس كورونا : ٢٠٢٠ كل مئة عام البشريه تتعرض لفيروس خطير وشرس والمصادفه الغريبه انو الاوبئه بنفس العام  هل هي مصادفه ام امر مخطط اله ؟,False
393,ARC,اختبار #كورونا_الجديد المنزلي ..  اختبار بسيط يمكنك القيام به كل صباح تاخد نفس عميق وتكتم انفاسك لمدة 10 ثواني اذا تنفست عادي بدون سعال وبدون شعور بالتعب والصلابة في صدرك فدة معناه انك ماعندك تليف بالرئة وبالتالي انت غير مصاب بفيروس كورونا #كورونا_السودان,False
394,ARC,@i___guns من الخطأ التشائم.  وما اصاب الناس هو من عند انفسهم.  الصين جنت على العالم بأكل مالايصح اكله ولا يناسب الجسم البشري فمصدر كورونا هو سوق الاسماك والزواحف والحشرات والخفافيش بووهان,False
395,ARC,👍 خبير صيني يجزم ويؤكد ان استنشاق بخار الماء يقتل فيروس كورونا ١٠٠% اذا كان موجود  في الرئتين  أو الحنجرة أو الأنف فالفيروس لا يحتمل درجة حرارة بخار الماء الدافئة ..   #السعودية #تقديم_منع_التجول_بجدة #صباح_الخير #كورونا,False
396,MFH,الفرق بينك وبين اللي معه كورونا، انه هو عمل فحص وإنت لا #كورونا_لبنان,False
397,4IF,"وسبق أن أكدت منظمة الصحة العالمية أن فيروس #كورونا المستجد سيبقى بين المجتمع البشري ""لوقت طويل""، معتبرا أن موجة ثانية للجائحة على الأقل ستضرب العالم بسبب عدم وجود أي لقاح جاهز ضد المرض حتى الان",False
398,ARC,رواية عيون الظلام لكاتب امريكي  صدرت قبل 39 سنه تكلم عن مرض كورونا يظهر في عام 2020 تصنعه الصين ويخرج من مختبرات الجيش  الصيني ويصعب السيطرة عليه,False
399,MFH,أول حالة #كورونا في #لبنان  #لا_داعي_للهلع #سنموت_بعد_قليل,False
400,MFH,الفرق بينك وبين اللي معه كورونا فغزة ، انه هو عمل فحص وإنت لا.,False
401,MFH,#التحربه_خير_برهان وصفه طبيعيه تخلص العالم من الكورونا خلال ياعه تعالوا جربوها امام كبار علماء الطب وصفه طبيعيه غير مركبه وليست كيماويه ولا بيولوجيه تقضي على الفيروس قضاء مبينا ، مجربه على البشر وعلى الحيوان ليست سحريه 972522878900 فليسالني عنها كبار علماء الطب وصفه لا مثيل لها .,False
402,ARC,أستاذ الفيروسات الياباني تاسوكو هونجو قال، فيروس #كورونا غير طبيعي ولو كان كذلك لما اثر على العالم هكذا ولتأثر بدرجة الحرارة، ولن ينتشر في موطنه كما ينتشر في سويسرا او المناطق الحارة.انا واثق 100 % انه ليس من الخفافيش، اذا كنت مخطأ إسحبوا جائزة نوبل مني حتى بعد موتي الصين تكذب,False
403,4IF,#بوتين يعلن عن تسجيل أول لقاح في العالم ضد فيروس #كورونا وابنته أخذت اللقاح https://t.co/uWtw3HVN0k,False
404,ARC,#على الصينيين ان يتركوا اكل الحيوانات المقززه كالجريذي والفار والقط والكلب والخفاش والافاعي والضفادع والديدان والفار. اي ادري اولاد ١٦ دمرتونا راح جبتونا كورونا وراها راح اتجيبونا فرهونا.ومرهونا ..ادري من وراكم راح تنقرض البشريه. اي صيني اني بعد مااتعامل وياه اذا مايترك هذا الاكل,False
405,ARC,"تنبأ كاتب امريكي فى رواية ادبية بعنوان ""عيون الظلام"" طبع عام 1981  فى كورونا_فيروس, في الرواية يسرد المؤلف عن مختبر عسكري صيني ينتج فيروسا قاتل ينتقل بين البشر ويصيب الجهاز التنفسي وحدد الكاتب مكان المختبر مدينة ووهان والسنة 2020 فى الرواية اطلق علية اسم Wuhan-400",False
406,MFH,ياخي اي واحد يجي من برا و فيه كورونا قصوه لانه جاي من ايران ولا تكلم لانه خاين لوطنه و بلاده لعنه الله هو ايران  #إيران_تصدر_كورونا_للخليج,False
407,4IF,التسابق ف اعلان لقاح كورونا من روسيا وامريكا وطلب ترامب ١٠٠ مليون جرعة من الشركة المصنعة ينبى بقرب انتهاء الجانحة وسيلقى بضلاله ع الاقتصاد العالمى وسرع عودة الحياة إلى طبيعتها ويزيد ف استهلاك النفط، وبالتالي تحسن اقتصاديات وتحسن أسواق المال العالمية ومنها سوقنا #الاسهم_السعودية https://t.co/1mwLaMKpUn,False
408,ARC,رئيس وزراء دولة إيطاليا :  انتهت حلول الأرض والأمر متروك للسماء . سبحانك يارب   #فيروس_كورونا,False
409,4IF,بيل جيتس يتوقع ٧٠٠٠٠٠ ضحية نتيجة لقاح كورونا https://t.co/akt2rojx4Q,False
410,ARC,كتاب صدر سنة 1981 يتحدث عن فيروس #كورونا . عيون الظلام   The Eyes Of Darkness #حرب_بيولوجية,False
411,ARC,#كورونا  يقال:  هذه الصورة التقطت صباح  الجمعة لطائرة الخطوط الاماراتية مقلعة من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية السورية .. سوري يا جماعه  سوري  تحيه لكل السوريين في بقاع الارض   😁😁😁😁😁,False
412,ARC,❣  لاخوف على المنقبات لأنهن الأقل عرضة لفيروس #كرونا ،حيث أنهن لا  يتبادلن القبل للتحية ولا يصافحون بالأيدي وكل جسدهن مستور . وهي الإجراءات التي ينصح بها المختصون للوقاية  من #فيروس_كورونا   سبحانك ربي ماأرحمك😍  ❣أميمة❣,False
413,4IF,#ترامب: نحن في مراحل متقدمة بشأن التجارب على لقاح مضاد لفيروس #كورونا وسنعلن عن النتائج قريبا. https://t.co/BiSSFbzLB7,False
414,ARC,🔴بعد ان سجلت اعلى عدد وفيات بالعالم اكثر من 3405 حالة وفاة  رئيس الوزارء #ايطاليا 🇮🇹 قبل قليل في مؤتمر صحفي يقول انتهت حلول الارض والامر متروك للسماء  #ايطاليا  تفقد السيطره كلياً على فايروس كورونا المستجد 😢😟,False
415,ARC,@d_iplo قناة N12News الإسرائيلية:  تنشر تأكيد خبر  إصابة #محمد_بن_زايد بـ #ڤيروس #كورونا,False
416,MFH,#كورونا في #لبنان .. سنموت بعد قليل 😷😷😷  https://t.co/wDe9zEF5lt,False
417,ARC,فديو لاصدام حسين يتحدث عن فيروس كورونا عندما هددوه الأمريكان به في التسعينات..وقاعدين الوزرا عكراسي بلاستيك...!!!,False
418,MFH,نحن شعب ما فينا نتحد على شي ! حتى بل #كورونا  انقسمنا قسمين قسم مصدق و قسم عم يقول هيدي كلها كذبة لا يلهونا !!   #سنموت_بعد_قليل  #كورونا_لبنان  #لبنان_يثور  #لبنان__ينتفض #كورونا_في_لبنان  #لا_داعي_للهلع #لبنان,False
419,MFH,الفرق بينك وبين اللي معه كورونا ، انه هو عمل فحص وإنت لا.  وسلامه تسلمكم,False
420,ARC,الكاتب دين كونتز تنبأ بظهور الكورونا سنة 1981 قناة CBA الامريكية تسلط الضوء نبوءة الروائي الأمريكي دين كونتز، بظهور فيروس كورونا “كوفيد – 19” فى مدينة ووهان الصينية منذ 39 عاما وتحديد سنة 1981 في روايته عيون الظلام – The Eyes of Darkness التي تطابقت أحداثها مع الواقع الحالي,False
421,ARC,” عيون الظلام”..رواية أمريكية تنبأت بظهور كورونا فى ووهان الصينية من 39 عاما,False
422,MFH,مباشرة من ⁧#البيت_الأبيض⁩ لم ينتبهوا للكاميرا مقطع مسرب لفريق عمل ترامب يتكلمون عن  ⁧#كورونا_فيروس⁩  بأنه خدعة وأنهم ملقحون ضده فلا داعي للبس الكمامات عندما لا يكون البث. ويخبر أحدهم أن الوفيات مزورة وأن الفيروس ضعيف جدا حسبنا الله ونعم الوكيل.  https://t.co/1KL28fWDd9,False
423,ARC,#الغبار و الجو الحار نعمة من الله علينا في هذا التوقيت ليقضي على الفيروسات السابحة في الهواء و عزل بلادنا عزل طبيعي من #فيروس_كورونا,False
424,ARC,اختبار بسيط لمعرفة فيروس كورونا خلال عشرثواني فقط بدون مراجعة إلى طبيب او مختبر ، الذي لم يعرفه أحد حتى الآن! قد لا يظهر كورونا في البداية أي علامات للعدوى ،لحد 28 يوم من ظهور أعراض COVID 19. يقدم الأطباء اليابانيون اختبارًا بسيطًا يمكننا القيام به كل صباح! خذ نفسًا عميقًا 👇,False
425,ARC,الإعدام لمن يحمل فايروس #كورونا في كوريا الشمالية #خادم_الحرمين_الشريفين #بريطانيا_العظمي #السناب #الغاء_الترم_الثاني #كلمة_الملك_سلمان #التعليم #نجاح_جميع_الطلاب #تعلمت_من_قعدت_البيت #الحجز_المنزلي,False
426,ARC,"#إيطاليا 🇮🇹 #كورونا_الجديد   المُواطنون في إيطاليا يُلقون بأموالهم في الشوارع   قال تعالى  ""يوم لا ينفع مال ولا بنون .. إلا من أتى الله بقلب سليم""",False
427,ARC,اصابة ولي عهد ايران محمد بن زايد بفيروس كورونا😉,False
428,ARC,كورونا يصيب الامارات بالشلل التام وسط انباء عن اصابة محمد بن زايد بالفيروس,False
429,ARC,#الله أكبر  #إيطاليا اعلن الرئيس الإيطالي تسليم الأمر الى السماء نزل المسلمين للشوارع وضجت الشوارع بالدعاء الله الواحد القهار وصلى معهم النصارى  صلاة المسلمين # #فيروس_كورونا اعاد العالم إلي الله  إلا ملحدين المسلمين,False
430,ARC,الله أكبر ، عدد كبير من الصينين اعتنقوا الاسلام في يوم واحد ، لن تستطيع اي قوة في العالم انقاذهم مما حل بهم ، غير الله ، اسلامهم مكسب عظيم لنا في الدنيا والآخرة . #كورونا ⬇⬇⬇⬇ #الصين,False
431,4IF,"الرئيس دونالد #ترامب عبر #تويتر : ""الدولة العميقة"" في إدارة ""الغذاء والدواء"" بإبطاء تجارب لقاحات #كورونا https://t.co/zNY1508uKi #فيروس_كورونا #كوفيد_19 #الولايات_المتحدة_الأمريكية #بوابة_الأخبار https://t.co/XAE0wQNrsy",False
432,ARC,صورة فيروس #كورونا بعد تكبيره 2600 مرة تحت المجهر ,False
433,ARC,الغبار نعمة من الله سبحانه   يزيل الفيروسات الضارة و البكتيريا الضاره لعله خيراً من الله في إبعاد هذا البلاء  #كورونا #تعليق_الدراسة,False
434,ARC,@hamadlahdan للأسف وثيقة فاضحة من هيئة الطيران القطري تبين سبب انتشار وباء كورونا في قطر بشكل خطير. هل يعقل منع السفر الى الكويت وعمان واستثناء ايران و تركيا ؟ في منتهى الإهانة للبلد,False
435,ARC,الصين: المدخنين هم الأكثر تشافي من مرض كورونا,False
436,4IF,"لقاح غير مكتمل، افضل من لا لقاح بالمرة!! هذا مايروج له بروسيا وخاصة بعد اعلان بوتين عن انتاج لقاح لفايروس #كورونا وفي الحقيقة ان ""اللقاح الغير مكتمل أسوأ من عدم وجود لقاح"" الفيروس المستخدم في #اللقاح_الروسي هو فيروس adenovirus وهي طريقة قديمة جدا لانتاج اللقاحات 2️⃣",False
437,ARC,#وش_تعلمت_من_كورونا #كورونا_الجديد   معلومه لاتهمك .. كل مائه عام ينتشر وباء غامض   عام 1720  انتشر الطاعون وكان بسبب القوارض  عام 1820 الكوليرا بسبب الارز الملوث  عام 1920 الانفلونزا الاسبانيه وهي الاشد فتكاً انتشرت بين الجيوش  عام 2020 #كورونا  ويقال بسبب خفاش,False
438,ARC,رقم ٢٠ من كل مئة عام يحمل كارثه بشريه ..  #قاعد_بالبيت  #الكورونا  #الخليج_العربي  #الكويت  #معلومه,False
439,ARC,"باحثون #بريطانيون نشروا خريطة لاحتمالية انتشار #فيروس_كورونا حول العالم خلال الأشهر الثلاثة القادمة. هذه الإحصائية مبنية على قاعدة بيانات من 60,000 شخص من 5 ملايين شخص من #مدينة_ووهان فروا من المدينة قبل اجراءات حظر السفر من وإلي المدينة .. 😳",False
440,ARC,@wassilaoulmi أعلنت الصين رسميا ومنذ ساعات قليلة عن نجاح المصل الفلسطيني التى قدمته الدكتورة منار سعدي الشناوي الى وزارة الصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم، لتعلن الصين أن العلماء الأطباء الفلسطينيين اثبتوا للعالم أجمع أنهم صناع الحياة,False
441,MFH,الهيئة ايران راح تغطي علي الصين في الاصابات بفيروس #كورونا  #فيروس_كورونا  #لبنان__ينتفض  #لا_داعي_للهلع  #سنموت_بعد_قليل  #لا_ثقة,False
442,ARC,أطباء يوضحون :  انتشار فيروس #كورونا  يرتفع في الأجواء الباردة ، ويقل انتشاره في الأماكن الحارة والجافة .   #الشتاء #الصيف,False
443,ARC,رئيس كوريا الشمالية: منعاً لانتشار كورونا في بلادنا سوف يتم إعدام أي شخص يصاب به.   كل مشكله يواجهها يحلها بالإعدام,False
444,ARC,ممكن يعلمها لانه معندوش هزار رئيس كوريا الشمالية يقول ان فايروس #كورونا لن ينتشر في بلادة ، لأنه سيتم اعدام اي شخص يصاب بهذا المرض… صاحب الحلول السريعة ، مبيهزرش😑,False
445,ARC,*مهم  مهم مهم !!!!!!*  فايروس كورونا قبل لايوصل الى الرئة يبقى في الحنجرة أربعة أيام وفي هذا الوقت يبدأ الشخص بالگحة والم الحنجرة  فاذا شرب ماءا كثيرا وغرغرة بالماء والملح او الخل يقضي على الفايروس انشر هذه المعلومات لانه يمكنك ان تنقذ احدا بهذه المعلومة .#كرونا_في_الكويت,False
446,MFH,الفرق بينك وبين اللي معه كورونا،  انو هو عمل فحص وانت لأ..🙂,False
