"full_text","source"
"القائمة المختصرة لجوائز #الأوسكار من الحدود
4-4 https://t.co/4565tiV725","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"القائمة المختصرة لجوائز #الأوسكار من الحدود
3-4 https://t.co/pwYvLtOvI5","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"القائمة المختصرة لجوائز #الأوسكار من الحدود
2-4 https://t.co/S4Hoebc0jl","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"القائمة المختصرة لجوائز #الأوسكار من الحدود
1-4 https://t.co/j4MgBKZ9SU","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#حظك_اليوم من فريق الحدود https://t.co/tXKriI409m","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"في مصر ثلاثة أنواع من المواطنين؛ أولئك الذين يفوتهم القطار، وآخرين يتوفون بسببه سواء ركبوا به أم لم يركبوا، وقلة تصل وجهتها لاستخدامها المواطنين من النوعين السابقين كوسيلة للتنقّل.  

https://t.co/PgB8CG2VyT","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"#تسريبات_الحدود https://t.co/Z9uVuUovnX","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"عاجل - رغم إدراك @AlArabiya  لخطئها وحذفها التغريدة، إلّا أنّنا نُصر على تصحيحها كي تتعلم من أخطائها وتبذل جهداً أكبر في تعليم صحفييها ألف باء الصحافة والأخلاق https://t.co/vonN9g501Y","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#حظك_اليوم من مجتمع الحدود https://t.co/MZ7rowGRml","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"حاولت السلطة قلب مؤشر مستوى السعادة من خلال الاستعانة بمهرجين ومُرفهين إسرائيليين، لكنها فشلت في تعويض الفراغ الذي تركته الحدود لدى الشعب، خاصة مع غياب المواقع الإباحية وتطبيق غرايندر من حياتهم.
https://t.co/PtPpzUoW8u","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"#في_مثل_هذا_اليوم https://t.co/AlDwHXDKLg","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"فيما حسدت الصحف والمواقع الإماراتية الشعب الفلسطيني على حظه الوفير، داعية  الإسرائيليين للاحتفال في دبي العام القادم.

https://t.co/LtbPCXujEm","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"#حظك_اليوم من مجتمع الحدود https://t.co/OMfC0JKRtH","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"#معجم_الحدود https://t.co/6SYNVvYxjJ","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"#في_مثل_هذا_اليوم https://t.co/5AjaBLI3zt","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"#في_مثل_هذا_اليوم https://t.co/autBJrZpP1","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"#حظك_اليوم من فريق الحدود https://t.co/bhXrKNwLM5","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"#في_مثل_هذا_اليوم https://t.co/BQ6p62e0YO","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"في حال مرورك بتجربة مماثلة، مَنْشِنْ الصفحة أو استخدم وسم #ليتها_الحدود

*مَنْشَنَ يُمَنْشِنُ فهو مُمَنْشِنٌ: أي ضغط على رمز @ الموجود على لوحة المفاتيح ثم كتب بعده كلمة الحدود ليلفت نظرنا حول أحد المواضيع https://t.co/m3PxnKyPa5","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"وبحسب صاحب شركة “سينرجي” للإنتاج الفني، تامر مرسي، فإن العمل سيتطرق إلى تاريخ السكة باقتضاب، ليتسنى له التركيز على مدى اهتمام الرئيس بها وتخصيصه ميزانية طائلة لصيانتها وتطويرها
https://t.co/vrwhATQRnQ","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"إضافة اللون والرائحة إلى خصائص المياه في المناهج الدراسية

https://t.co/0QcnqTMTz9","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#مصر: عودة تقليد تجمع العائلة والأصدقاء في محطة القطارات لتوديع المسافر

https://t.co/ZL7k85ACcS","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#عاجل - تويتر تستنكر تجسس السعودية على #عبد_الرحمن_السدحان دون احترامها حق الشركة ببيع بياناته","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"قصة نجاح: شاب يستخرج أول منديل في العلبة بحالة قابلة للاستخدام
https://t.co/mqhEJmPO7e","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#معجم_الحدود https://t.co/Du3IQO8tKx","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"#في_مثل_هذا_اليوم https://t.co/SsZsRDFyZF","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"#كاريكاتير لؤي حازم – الجراد يتكلم https://t.co/VLBtdr4z9z","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"نشكر اليوم السابع @youm7 على مبادرتها العاجلة بلمّ أصناف متنوعة من الكذب وتحريف التاريخ في مكان واحد، الأمر الذي سيثري محتوى وترشيحات فئة الكذب الصريح في هذا الموسم من جائزة الحدود للصحافة العربية (#جحصع) ويسهّل عملّنا... https://t.co/tcKzJxKJzC","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#في_مثل_هذا_اليوم https://t.co/vc3rFIuYqd","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"#عاجل - خبراء يؤكدون أن مصائب مصر جميعها تهون أمام هذه المصيبة https://t.co/EBvLkO2rPJ","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"#في_مثل_هذا_اليوم https://t.co/3je0lZI55R","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"#في_مثل_هذا_اليوم https://t.co/Lym1TAfWFH","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"#في_مثل_هذا_اليوم https://t.co/5oXmJatinp","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"#عاجل - طفل ظريف يرطب أذُنك بسِرّ
https://t.co/5tRORApmVb","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#تسريبات_الحدود https://t.co/Xnom8XOxdJ","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"فتوى الحدود: هل تجوز معايدة المسلمين بمناسبة رمضان؟ لمزيد من التفاصيل اقرأ المقال بقلم  شيخ الحدود لشؤون التحريم والتحريم https://t.co/oeXSfy5DSC","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"""ياه كم أنا متحمس لقدوم رمضان"" وأربع جمل أخرى توقّف عن ترديدها لأنّ أحداً لن يصدقك

https://t.co/Fb04O0Dat1","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"#عاجل - وصلت الحدود مسوَّدة لعقد التحالف الأمريكي، نضعها بين أيديكم قبل رفع النموذج الإلكتروني على موقع الخارجية الأمريكية وبدء التهافت لتوقيعه. 
نرجو قراءة البنود بتروٍ، وما كان أوله شرط آخره نور، ودامت الأفراح حليفة دياركم العامرة. 
https://t.co/ZBFoQTI3MP","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#عاجل إيماناً منه بأنّ الثابت الوحيد هو التغيير، أعلن الرئيس الأميركي جو بايدن أنّ التحالفات ستتم من الآن فصاعداً على شكل عقود مؤقتة، تضمن المرونة في تحويل الحليف إلى عدو وإعدامه أو اتهامه بالإرهاب أو تركه عرضة لنيران حليف جديد.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#عاجل - هيئة علماء المسلمين تقر دعاء عدم انقطاع المياه عند دخول الحمام https://t.co/Fr8BpDyqCy","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"اختفاء جميع مشاكل البلاد بعد منع نشر الأخبار بخصوصها

https://t.co/2nVCRfruNF","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"اقرأ الخبر لمعرفة المزيد عن مطالب الشاب كُ.أُ https://t.co/MW4hrHRsUA","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#عاجل - شاب يطالب بإعدام امرأة أقدمت على الإجهاض وكادت أن تزهق حياة","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#عاجل - دليل الحدود لتتعرف إلى نفسك جيداً كي تجد الطريقة الأنسب لتخبئتها
https://t.co/fu9L0mcD3H","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#بريد_المعجبين https://t.co/EOHdnZUWhf","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"@RaghdaElkattan طبعاً طبعاً، ها هو على الصفحة الرئيسية https://t.co/iR330KsWGo","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#عاجل - مُمانع معاد للإمبريالية والتبعية يكتب رسالة شكر للصين على زيادة تدخلها في المنطقة، يمكنك قراءة الرسالة هنا  https://t.co/RPt5KGzoMt","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#موكب_المومياوات_الملكية ذكَر العالم بأنّ مصر أم الدنيا ومركز الحضارة والمومياوات والفراعنة، سواء تلك التي حكمت أو التي تحكم الآن.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#موكب_المومياوات_الملكية - خصّص سيادة الرئيس الدكر البرنس نور عينينا ميزانية ضخمة للاحتفاء بتاريخ مصر وذلك بتسييره موكباً لملوك مصر القديمة،  يُذكّر فيه المواطنين بالعصور الغابرة حين تمتع من سبقوهم بقوانين وفن وزراعة وصناعة وتجارة واقتصاد ودولة وأشياء مؤكدة لم تعد موجودة اليوم","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#عاجل #السيسى - السيسي يُنفق ميزانية ضخمة للاحتفاء بالتاريخ العريق عوض إهدارها على مستقبل قد لا يأتي https://t.co/Se64GVh8f6","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#حظك_اليوم من فريق الحدود https://t.co/S4CRk8U7mh","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"بعد سبع سنوات من الحب .. أين صانعو شوكولاته السيسي اليوم؟
https://t.co/iSJVhjPD8b","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#معجم_الحدود https://t.co/0Qh6wj9Jm5","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"ثلاث محطات سعيدة مرت بها عاصفة الحزم #حرب_اليمن ؛ لتعرف أكثر، اقرأ المقال https://t.co/Jb09VuQes9","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"هذا العام، يطفئ جلالة ولي العهد الأمير محمد بن سلمان شمعة العام السابع لأول حروبه وأطولها والتي تمكنت السعودية من خلالها دخول التاريخ؛ إذ سطّرت بدماء المدنيين اليمنيين مكانتها كدولة عظمى. لمزيد من التفاصيل، اقرأ المقال https://t.co/k8p5lgDHgf","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#عاجل - السعودية تصبح في مصاف الدول الكبرى التي علقت في حروب فاشلة لسنوات #حرب_اليمن","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#حظك_اليوم من فريق الحدود https://t.co/zgnhZsAvs3","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"#حظك_اليوم من فريق الحدود https://t.co/3lNrdEPUyd","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"اقرأ المقال لمعرفة المزيد عن ارتباك البوصلة الأديولوجية لدى الشاب تامر كاوتشوك https://t.co/zCdCIsWAaD","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#عاجل - تحالف الصين وإيران يعقد الأمور أمام شاب يخلط بين الشيعة والشيوعية","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#عاجل - اليوم السابع: تعويم عبارة السويس بعد تدخل الرئيس السيسي لدفعها بيديه https://t.co/PKg95gWyxW","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"اقرأ المقال لمعرفة المزيد عن وسيلة النقل الفعّالة التي ابتكرتها الحكومة السورية إلى حين وصول الوقود https://t.co/5xOFNaOw7H","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#عاجل #سوريا - الحكومة تدعو المواطنين لركوب بعضهم إلى حين وصول الوقود العالق جراء أزمة السويس","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#عاجل - نبارك لحزب الكتائب اللبنانية تغيير اسمه للحزب ""الديمقراطي الاجتماعي اللبناني"". @LebaneseKataeb
 بعض الخيارات التي كانت لتكون أفضل:","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#معجم_الحدود https://t.co/LXRpfWRL4s","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"#حظك_اليوم من فريق الحدود https://t.co/GHg8fBaT6K","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"خبراء يؤكدون أن مصائب #مصر جميعها تهون أمام هذه المصيبة

https://t.co/8qEVwItAvU","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#عاجل - طفل لديه رأي","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#في_مثل_هذا_اليوم https://t.co/bb28P3P5oj","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"في بث حي ومباشر، شاهد حفل توزيع جوائز الحدود للصحافة العربية #جحصع بعد قليل  

https://t.co/FiaKRCbANY","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#عاجل #جحصع3 - الليلة سنعلن عن الفائزين بجائزة الحدود لأسوأ صحافة عربية! نظراً لعدم حاجاتكم لحجز مقعد أو شراء تذكرة أو التهندم والخروج من المنزل، كل ما عليكم هو الدخول على رابط الفعالية https://t.co/NIMbe4JG0S","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#السيسي يدعو إلى احترام ضحايا حادثة القطار وعدم التطرق إلى الموضوع والتركيز على إنجازاته

 #سوهاج #السيسي_لما_بيمضي

https://t.co/aeAtDwrr5h","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#عاجل #جحصع3 - حصري (للكبار فقط).. شاهد قبل الحذف.. صحف عربية عارية تحت المجهر.. والسبب!! لن تُصدّق!! (فيديو +18) 🤯🤯🤯https://t.co/NIMbe4JG0S","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#في_مثل_هذا_اليوم https://t.co/aAD5HHi5sf","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"#عاجل #جحصع3 - موعدنا غداً. سنعلن عن المواقع الصحفية المحظوظة الفائزة بالجائزة ونعرض نُخبة من أردأ ما أنتجته الصحافة، احتفاءً بمساهمة الصحفيين الفعّالة في إنتاج البروباغندا ونشر الجهل وبث الكذب وتعميم التضليل وترسيخ الكراهية
https://t.co/NIMbe4JG0S https://t.co/Iw67QxmJTL","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#في_مثل_هذا_اليوم https://t.co/hb7lLdAJNh","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"#عاجل #جحصع3 - ستُبث الفعالية يوم الجمعة 26-3-2021 على الهواء مباشرة عبر صفحات الحدود في فيسبوك ويوتيوب، نظراً لظروف جائحة كورونا التي منعتنا من إقامة حفل مهيب في جزر المالديف. https://t.co/Udx9KLrrMP","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#عاجل - استفزت نوال السعداوي الشعوب العربية مجدداً وعكرت صفو عالمهم المثالي وعاداتهم وتقاليدهم الراسخة وحطمت تماسك أسرهم إثر ذهابها للقاء ربها، لوحدها، دون أن يرافقها ذكر مُحرم أو عُصبة نساء. لمعرفة المزيد عن هذا العمل الجريء، اقرأ الخبر https://t.co/XYuABewI7r","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#عاجل - #نوال_السعداوي تتمادى وتذهب للقاء ربها دون مُحرم","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#عاجل - أردوغان: كلنا إخوان وحبايب.. عفواً، قصدي حبايب بس https://t.co/MUjTVqnKrw","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"#جحصع3 - تدعوكم شبكة الحدود لحضور الفعالية الأضخم على مستوى شبكة الحدود، المهرجان السنوي للاحتفاء بأسوأ المقالات والتقارير والأخبار العربية يوم الجمعة ٢٦/٣ 

لمتابعة الحفل على فيسبوك: https://t.co/kwVZVRbVOf

أو يوتيوب:
https://t.co/KGlcDxTzty https://t.co/IdpJEkWYKS","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#معجم_الحدود https://t.co/Zi9DHNcwCK","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"#جحصع3 بشرى سارة للكاتب الفتي محمد الساعد؛ حصول مقالك على علامة 4- من 10 عند تصحيحه لا يعني خسارتك فرصة الفوز بجائزة الحدود عن فئة أفضل خطاب كراهية، ترقبوا حفل توزيع الجوائز 26/3/2021

رابط الفعالية: https://t.co/kwVZVRbVOf
https://t.co/8FzF7zXRk6","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"#في_مثل_هذا_اليوم https://t.co/K18kYcfzVB","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"#عاجل - #إسرائيل تحتفل ب #يوم_المياه_العالمي  بسحب ما تبقى من مياه جوفية حولها وشطف شوارع المستوطنات https://t.co/kXRtij3lGc","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#عاجل - أعلن مستشفى زرقاء اليمامة فجر اليوم عن ولادة طفل لم يُعرف من يشبه لحظة خروجه من رحم أمه، ولا حتى بعد تفسير معالم وجهه عقب حمامه الأول. لمعرفة المزيد عن الطفل المعجزة، اقرأ المقال https://t.co/hZphhX6jRb","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#عاجل - ولادة طفل لم يُعرَف من يشبه عند ولادته","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#عاجل - وزارة التربية والتعليم تدشن مشروع تحويل الأم إلى مدرسة","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"أهذه الهدية التي كنتما تتهامسان بشأنها على مدار الشهر الماضي؟ شهر كامل من المفاوضات والمداولات والمناقشات والأخذ والرد والهمس والأبواب المغلقة لتلوحا لي بهذه المفاجأة؟ من الزفت العبقري الذي اختارها؟ 

#يوم_الام_العالمي 
https://t.co/6PMbHn8GPo","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#في_مثل_هذا_اليوم https://t.co/pk94vQrltU","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"#في_مثل_هذا_اليوم https://t.co/K4OvQljeFa","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"لقَّنت السلطات المغربية عدداً من المعلِّمين المحتجِّين على نظام التعاقد وتردِّي التعليم وخصخصته، درساً في مخاطر التظاهر والتجمهُر، وذلك بهدف رفع قدراتهم ونقل المعرفة التي حصلوا عليها إلى طلبتهم.

#احموا_الاساتذة_في_المغرب 
#protect_teachers_in_Morocco
https://t.co/eCsOYFu1KJ","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"#جحصع رغم إغلاقنا باب الترشيحات والاستعداد للإعلان عن الفائزين بجائزة الحدود للصحافة العربية #جحصع3، إلّا أنّ إبداع الصحافة الأردنية، أجبرنا على زجها بالمسابقة في اللحظات الأخيرة. @jafranews  مبارك ترشحكم عن فئة #الكذب_الصريح https://t.co/ciK85omHdj","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#جحصع3 - أي من هذه المؤامرات مُقنعة أكثر؟

""الفراعنة تنبأوا بخيانة الإخوان وتعفن جثثهم فى القبور"" من اليوم السابع @youm7 

""ما الذي فعله حرف ال١ال ليضعوه بعيداً به١ا الشكل بجانب أرقام لوحة المفاتيح؟"" من الحدود

لمعرفة الفائز عن فئة أفضل نظرية مؤامرة، تابعوا الفعالية 26.3.2021","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#في_مثل_هذا_اليوم https://t.co/neMXx2ZzSN","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"استوفت سيدة سوريا الأولى بريطانية الجنسية أسماء الأسد شروط الترشح لرئاسة الجمهورية إثر مباشرة الشرطة البريطانية التحقيق في احتمالية ضلوعها في جرائم حرب، والذي يضاف لرصيدها ومصداقيتها لدى النظام، إلى جانب السيطرة على الاقتصاد والنهب والفساد بشكل عام. https://t.co/c7lrvkMuCu","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#عاجل - بعد تقارير عن ملاحقتها بسبب جرائم حرب: أسماء الأسد تترشح للانتخابات السورية لحصولها على المؤهلات اللازمة","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#عاجل - ابن زايد يؤسس صندوقاً للاستثمار في إسرائيل لإلهائها عن قتل الفلسطينيين https://t.co/JouPQRJuQh","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#عاجل #لبنان - هبطت الليرة بشكل قياسي إلى مستوى أقل وأرخص من جمع الساسة اللبنانيين عامةً ورياض سلامة شخصياً، لمعرفة المزيد من التفاصيل اقرأ المقال https://t.co/aDh7ch9c6w","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#عاجل #لبنان - الليرة تهبط إلى ١١٠٠٠ أمام الدولار — لحظة — ١٤٠٠٠ — لا لا ١٨٠٠٠ — لحظة لحظة — ٢٥٠٠٠ — لحـ","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#جحصع3 - ما الذي تفضل عمله في أوقات الفراغ؟
1- قراءة خبر: 8 أشياء يفضلها أمير الكويت الجديد @AlBawabaNews
2- قراءة التعليقات على فيديو مواء قطة 
3- قراءة خبر: إردوغان يستمع لصوت الأذان في ""غرناطة"" الإسبانية @aa_arabic
تابعوا توزيع الجائزة لتعرفوا الرابح عن فئة #الخبر_الأقل_أهمية","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#جحصع3 - ما الذي تفضل عمله في أوقات الفراغ؟ 
1- مشاهدة فيديو مدته 15 دقيقة لكيفية صناعة نافورة ماء من الصلصال
2- قراءة خبر موقع مدار الساعة: تفاصيل الدقائق الأولى لإخبار الملك بجريمة الزرقاء
3- الاستمناء
تابعوا توزيع الجوائز لتعرفوا الرابح عن فئة #الخبر_الأقل_أهمية","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#جحصع3 #مستشفى_السلط - بروباغندا الإعلام 👏 https://t.co/yoFUCeYJp9","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"اقرأ المقال لتعرف كيف أفحم الطبيب البيطري كُ.أُ. جميع المشككين بكونه طبيباً حقيقياً وأثبت أنه لا يقل شأناً عن أطباء البشر، وذلك باتجاره بأرواح الحيوانات والطيور المستأنسة كما يتاجرون بأرواح الناس. https://t.co/hjnC644Z02","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#عاجل - طبيب بيطري يُثبت أنّه لا يقل شأناً عن الأطباء البشريين وبإمكانه الاتجار بالأرواح","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"دراسة: جائحة كورونا هي وسيلة الطبيعة لتصحيح اختلالاتها وإعادة أنثى الإنسان إلى المنزل https://t.co/UNVDHUJnzc","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"@TutWeh404 جائزة الحدود لأسوأ صحافة عربية، تُسلّط الضوء على الإخفاقات المهنية المستمرة التي تمارسها الصحافة العربية عبر مختلف وسائل الإعلام","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#جحصع3 - هل تفوز القدس العربي @alqudsalarabi بالجائزة الخاصة عن مادة ""رانيا يوسف تثير الجدل مجددا بصور “جريئة” بعد أيام من مشاركتها بحملة فضح المتحرشين""؟ انتظروا فعالية #جحصع
https://t.co/te4Flnt15H","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#جحصع - هل تفوز صحيفة وطن يغرد خارج السرب @watan_usa بجائزة أفضل خبر مضلل عن مادة ""ليلة دخلة شقيقة الفنان محمد رمضان لم تكتمل على خير .. هذا ما حدث!!""؟ انتظروا فعالية #جحصع
https://t.co/Gjn9bPK67b","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#جحصع3 - هل تفوز رؤيا @RoyaNews بالجائزة الخاصة عن مقال ""من كل 100 زوج في الأردن يتعرض لعنف جسدي من زوجته""؟ انتظروا فعالية #جحصع https://t.co/vxRZKpLBGo","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#جحصع3 - ""قراءة أولية في ""صراع النسوان"" في ثالثة عمان .."" من ""أخبار البلد الأردني""...هل يستحق الفوز بالجائزة الخاصة؟ انتظروا #جحصع
https://t.co/saBSWcpFO6","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#عاجل #جحصع3 - الإعلام العربي والجنس اللطيف، اختر أسوأ تغطية لشؤون المرأة؛","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#عاجل - الحكومة الأردنية تتوج مسيرة الإهمال ب #مستشفى_السلط ؛ مقال بقلم مراسل الحدود الذي قد تقيله الحكومة الأردنية في أي لحظة لتمتص غضب الشارع https://t.co/paxKKRgR5r","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#عاجل #جحصع3 - شذرات من أروع ما تبرزته الصحافة العربية خلال العام الفائت https://t.co/nnevUFoCoa","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"#جحصع3 - بعد النجاح النسبي، العادي والمتوقع للموسم الثاني، تعود لكم جائزة الحدود للصحافة العربية (جَحُصَعْ) في موسمها الثالث، لتعلن عن المواقع الصحفية المحظوظة الفائزة بالجائزة وتعرض نُخبة من أردأ ما أنتجته الصحافة خلال العام الفائت
https://t.co/NIMbe4s4Ci","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"وبفضل الطقس المُعتدل والمناظر الخلّابة وتوفر الأسلحة بأنواعها كافة، والحصون والقلّاع والمباني التي تُساعد على ممارسة نشاطات القتال المختلفة، أضاف حسن الضيافة واحترام الآخر غير السوري والتنوّع الثقافي بين السيّاح جواً قتالياً محمساً دفعهم للبقاء عشرة أعوام، حتى باتوا أصحاب الدار.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
